date,year_month,year,month,weekday,upi_volume_lakh,upi_value_crore,upi_volume,upi_value_rupees
2021-04-11,2021-04,2021,4,Sunday,855.49,12806.86,85549000.0,128068600000.0
2021-04-12,2021-04,2021,4,Monday,1004.36,20461.95,100436000.0,204619500000.0
2021-04-13,2021-04,2021,4,Tuesday,927.55,16563.22,92755000.0,165632200000.0
2021-04-14,2021-04,2021,4,Wednesday,896.17,15217.21,89617000.0,152172100000.0
2021-04-15,2021-04,2021,4,Thursday,901.22,17662.85,90122000.0,176628500000.0
2021-04-16,2021-04,2021,4,Friday,909.1,17173.74,90910000.0,171737400000.00003
2021-04-17,2021-04,2021,4,Saturday,864.75,15764.69,86475000.0,157646900000.0
2021-04-18,2021-04,2021,4,Sunday,809.01,11456.18,80901000.0,114561800000.0
2021-04-19,2021-04,2021,4,Monday,920.28,17808.09,92028000.0,178080900000.0
2021-04-20,2021-04,2021,4,Tuesday,902.51,17153.95,90251000.0,171539500000.0
2021-04-21,2021-04,2021,4,Wednesday,864.43,15185.21,86443000.0,151852100000.0
2021-04-22,2021-04,2021,4,Thursday,848.75,16262.77,84875000.0,162627700000.0
2021-04-23,2021-04,2021,4,Friday,845.72,15809.46,84572000.0,158094600000.0
2021-04-24,2021-04,2021,4,Saturday,765.01,13210.5,76501000.0,132105000000.0
2021-04-25,2021-04,2021,4,Sunday,705.54,10166.47,70554000.0,101664700000.0
2021-04-26,2021-04,2021,4,Monday,838.52,16495.37,83852000.0,164953700000.0
2021-04-27,2021-04,2021,4,Tuesday,803.07,15635.89,80307000.0,156358900000.0
2021-04-28,2021-04,2021,4,Wednesday,806.7,15920.58,80670000.0,159205800000.0
2021-04-29,2021-04,2021,4,Thursday,823.09,16046.25,82309000.0,160462500000.0
2021-04-30,2021-04,2021,4,Friday,876.85,20215.49,87685000.0,202154900000.00003
2021-05-01,2021-05,2021,5,Saturday,862.39,18140.21,86239000.0,181402100000.0
2021-05-02,2021-05,2021,5,Sunday,793.73,13692.47,79373000.0,136924700000.0
2021-05-03,2021-05,2021,5,Monday,877.17,20191.07,87717000.0,201910700000.0
2021-05-04,2021-05,2021,5,Tuesday,893.11,20005.02,89311000.0,200050200000.0
2021-05-05,2021-05,2021,5,Wednesday,877.04,19438.15,87704000.0,194381500000.0
2021-05-06,2021-05,2021,5,Thursday,853.5,18425.68,85350000.0,184256800000.0
2021-05-07,2021-05,2021,5,Friday,863.12,18247.77,86312000.0,182477700000.0
2021-05-08,2021-05,2021,5,Saturday,834.5,16365.41,83450000.0,163654100000.0
2021-05-09,2021-05,2021,5,Sunday,794.03,13425.59,79403000.0,134255900000.0
2021-05-10,2021-05,2021,5,Monday,849.17,18772.21,84917000.0,187722100000.0
2021-05-11,2021-05,2021,5,Tuesday,900.09,18267.37,90009000.0,182673700000.0
2021-05-12,2021-05,2021,5,Wednesday,857.68,17402.93,85768000.0,174029300000.0
2021-05-13,2021-05,2021,5,Thursday,851.7,16038.79,85170000.0,160387900000.0
2021-05-14,2021-05,2021,5,Friday,811.67,14038.22,81167000.0,140382200000.0
2021-05-15,2021-05,2021,5,Saturday,805.25,14824.99,80525000.0,148249900000.0
2021-05-16,2021-05,2021,5,Sunday,712.83,10804.95,71283000.0,108049500000.0
2021-05-17,2021-05,2021,5,Monday,800.15,15977.6,80015000.0,159776000000.0
2021-05-18,2021-05,2021,5,Tuesday,803.01,15314.82,80301000.0,153148200000.0
2021-05-19,2021-05,2021,5,Wednesday,803.03,15542.35,80303000.0,155423500000.0
2021-05-20,2021-05,2021,5,Thursday,793.42,15265.44,79342000.0,152654400000.0
2021-05-21,2021-05,2021,5,Friday,797.68,14967.99,79768000.0,149679900000.0
2021-05-22,2021-05,2021,5,Saturday,772.38,13312.11,77238000.0,133121100000.0
2021-05-23,2021-05,2021,5,Sunday,756.08,11237.42,75608000.0,112374200000.0
2021-05-24,2021-05,2021,5,Monday,800.3,15851.67,80030000.0,158516700000.0
2021-05-25,2021-05,2021,5,Tuesday,799.33,15027.36,79933000.0,150273600000.0
2021-05-26,2021-05,2021,5,Wednesday,682.56,12817.62,68256000.0,128176200000.00002
2021-05-27,2021-05,2021,5,Thursday,775.33,14644.79,77533000.0,146447900000.0
2021-05-28,2021-05,2021,5,Friday,802.27,14803.08,80227000.0,148030800000.0
2021-05-29,2021-05,2021,5,Saturday,793.03,14114.81,79303000.0,141148100000.0
2021-05-30,2021-05,2021,5,Sunday,769.66,11414.94,76966000.0,114149400000.0
2021-05-31,2021-05,2021,5,Monday,906.61,20732.78,90661000.0,207327800000.0
2021-06-01,2021-06,2021,6,Tuesday,978.07,21837.51,97807000.0,218375099999.99997
2021-06-02,2021-06,2021,6,Wednesday,981.37,20668.35,98137000.0,206683500000.0
2021-06-03,2021-06,2021,6,Thursday,928.0,19629.84,92800000.0,196298400000.0
2021-06-04,2021-06,2021,6,Friday,908.24,18987.07,90824000.0,189870700000.0
2021-06-05,2021-06,2021,6,Saturday,921.2,18465.68,92120000.0,184656800000.0
2021-06-06,2021-06,2021,6,Sunday,850.62,13881.64,85062000.0,138816400000.0
2021-06-07,2021-06,2021,6,Monday,958.53,20566.61,95853000.0,205666100000.0
2021-06-08,2021-06,2021,6,Tuesday,959.49,19555.25,95949000.0,195552500000.0
2021-06-09,2021-06,2021,6,Wednesday,959.32,19616.4,95932000.0,196164000000.0
2021-06-10,2021-06,2021,6,Thursday,960.68,19826.78,96068000.0,198267800000.0
2021-06-11,2021-06,2021,6,Friday,948.41,19013.39,94841000.0,190133900000.0
2021-06-12,2021-06,2021,6,Saturday,914.84,16646.22,91484000.0,166462200000.0
2021-06-13,2021-06,2021,6,Sunday,851.65,12899.97,85165000.0,128999700000.0
2021-06-14,2021-06,2021,6,Monday,973.72,20359.99,97372000.0,203599900000.00003
2021-06-15,2021-06,2021,6,Tuesday,968.59,19631.73,96859000.0,196317300000.0
2021-06-16,2021-06,2021,6,Wednesday,958.88,19341.99,95888000.0,193419900000.00003
2021-06-17,2021-06,2021,6,Thursday,914.54,17975.02,91454000.0,179750200000.0
2021-06-18,2021-06,2021,6,Friday,968.15,18847.37,96815000.0,188473700000.0
2021-06-19,2021-06,2021,6,Saturday,923.37,16946.72,92337000.0,169467200000.0
2021-06-20,2021-06,2021,6,Sunday,861.58,12949.17,86158000.0,129491700000.0
2021-06-21,2021-06,2021,6,Monday,967.74,19694.06,96774000.0,196940600000.0
2021-06-22,2021-06,2021,6,Tuesday,937.82,18529.74,93782000.0,185297400000.00003
2021-06-23,2021-06,2021,6,Wednesday,886.08,16920.82,88608000.0,169208200000.0
2021-06-24,2021-06,2021,6,Thursday,901.21,17171.85,90121000.0,171718500000.0
2021-06-25,2021-06,2021,6,Friday,935.25,17648.46,93525000.0,176484600000.0
2021-06-26,2021-06,2021,6,Saturday,923.18,15638.86,92318000.0,156388600000.0
2021-06-27,2021-06,2021,6,Sunday,853.53,11945.99,85353000.0,119459900000.0
2021-06-28,2021-06,2021,6,Monday,957.51,19199.12,95751000.0,191991200000.0
2021-06-29,2021-06,2021,6,Tuesday,971.64,19122.24,97164000.0,191222400000.00003
2021-06-30,2021-06,2021,6,Wednesday,1051.95,23855.32,105195000.0,238553200000.0
2021-07-01,2021-07,2021,7,Thursday,1052.35,23416.77,105234999.99999999,234167700000.0
2021-07-02,2021-07,2021,7,Friday,1081.5,22773.32,108150000.0,227733200000.0
2021-07-03,2021-07,2021,7,Saturday,1044.52,20784.0,104452000.0,207840000000.0
2021-07-04,2021-07,2021,7,Sunday,979.48,16400.08,97948000.0,164000800000.00003
2021-07-05,2021-07,2021,7,Monday,1092.2,23601.76,109220000.0,236017599999.99997
2021-07-06,2021-07,2021,7,Tuesday,1027.63,21426.67,102763000.00000001,214266699999.99997
2021-07-07,2021-07,2021,7,Wednesday,1150.0,23158.49,115000000.0,231584900000.00003
2021-07-08,2021-07,2021,7,Thursday,953.67,19593.6,95367000.0,195936000000.0
2021-07-09,2021-07,2021,7,Friday,1151.69,22376.23,115169000.0,223762300000.0
2021-07-10,2021-07,2021,7,Saturday,922.13,17381.76,92213000.0,173817599999.99997
2021-07-11,2021-07,2021,7,Sunday,935.44,14528.9,93544000.0,145289000000.0
2021-07-12,2021-07,2021,7,Monday,924.29,17865.05,92429000.0,178650500000.0
2021-07-13,2021-07,2021,7,Tuesday,1419.22,26954.63,141922000.0,269546300000.0
2021-07-14,2021-07,2021,7,Wednesday,1009.17,19870.94,100917000.0,198709400000.0
2021-07-15,2021-07,2021,7,Thursday,1063.64,21013.1,106364000.00000001,210131000000.0
2021-07-16,2021-07,2021,7,Friday,1159.32,21440.28,115932000.0,214402800000.0
2021-07-17,2021-07,2021,7,Saturday,1030.17,18400.77,103017000.0,184007700000.0
2021-07-18,2021-07,2021,7,Sunday,915.12,12743.31,91512000.0,127433100000.0
2021-07-19,2021-07,2021,7,Monday,1049.52,20635.1,104952000.0,206351000000.0
2021-07-20,2021-07,2021,7,Tuesday,1078.12,20476.24,107811999.99999999,204762400000.00003
2021-07-21,2021-07,2021,7,Wednesday,954.91,15421.19,95491000.0,154211900000.0
2021-07-22,2021-07,2021,7,Thursday,822.07,15711.85,82207000.0,157118500000.0
2021-07-23,2021-07,2021,7,Friday,1172.6,19889.5,117259999.99999999,198895000000.0
2021-07-24,2021-07,2021,7,Saturday,978.07,15607.17,97807000.0,156071700000.0
2021-07-25,2021-07,2021,7,Sunday,967.95,12927.13,96795000.0,129271299999.99998
2021-07-26,2021-07,2021,7,Monday,1051.06,19885.25,105106000.0,198852500000.0
2021-07-27,2021-07,2021,7,Tuesday,1040.66,19262.96,104066000.00000001,192629600000.0
2021-07-28,2021-07,2021,7,Wednesday,1056.26,19325.52,105626000.0,193255200000.0
2021-07-29,2021-07,2021,7,Thursday,1044.44,19154.18,104444000.0,191541800000.0
2021-07-30,2021-07,2021,7,Friday,1117.52,21272.89,111752000.0,212728900000.0
2021-07-31,2021-07,2021,7,Saturday,1210.3,22584.56,121030000.0,225845600000.0
2021-08-01,2021-08,2021,8,Sunday,1139.83,17991.95,113983000.0,179919500000.0
2021-08-02,2021-08,2021,8,Monday,1202.32,25029.23,120232000.0,250292300000.0
2021-08-03,2021-08,2021,8,Tuesday,1200.77,23649.82,120077000.0,236498200000.0
2021-08-04,2021-08,2021,8,Wednesday,1191.28,24030.66,119128000.0,240306600000.0
2021-08-05,2021-08,2021,8,Thursday,1183.4,23718.76,118340000.00000001,237187599999.99997
2021-08-06,2021-08,2021,8,Friday,1105.22,21095.72,110522000.0,210957200000.0
2021-08-07,2021-08,2021,8,Saturday,1222.45,22910.2,122245000.0,229102000000.0
2021-08-08,2021-08,2021,8,Sunday,1127.74,16658.61,112774000.0,166586100000.0
2021-08-09,2021-08,2021,8,Monday,1235.1,24086.79,123509999.99999999,240867900000.0
2021-08-10,2021-08,2021,8,Tuesday,1247.03,24240.48,124703000.0,242404800000.0
2021-08-11,2021-08,2021,8,Wednesday,1218.33,23627.85,121833000.0,236278500000.0
2021-08-12,2021-08,2021,8,Thursday,1187.33,22704.03,118733000.0,227040300000.0
2021-08-13,2021-08,2021,8,Friday,1152.84,20953.57,115283999.99999999,209535700000.0
2021-08-14,2021-08,2021,8,Saturday,1147.81,19317.55,114781000.0,193175500000.0
2021-08-15,2021-08,2021,8,Sunday,1062.92,14679.03,106292000.0,146790300000.0
2021-08-16,2021-08,2021,8,Monday,1137.05,21637.92,113705000.0,216379199999.99997
2021-08-17,2021-08,2021,8,Tuesday,1145.32,21311.21,114532000.0,213112100000.0
2021-08-18,2021-08,2021,8,Wednesday,1141.79,21660.34,114179000.0,216603400000.0
2021-08-19,2021-08,2021,8,Thursday,1148.7,20696.02,114870000.0,206960200000.0
2021-08-20,2021-08,2021,8,Friday,1115.08,18706.14,111508000.0,187061400000.0
2021-08-21,2021-08,2021,8,Saturday,1173.5,19530.45,117350000.0,195304500000.0
2021-08-22,2021-08,2021,8,Sunday,1060.53,13242.53,106053000.0,132425300000.0
2021-08-23,2021-08,2021,8,Monday,1085.96,19805.16,108596000.0,198051600000.0
2021-08-24,2021-08,2021,8,Tuesday,1097.23,19853.25,109723000.0,198532500000.0
2021-08-25,2021-08,2021,8,Wednesday,1139.74,20927.52,113974000.0,209275200000.0
2021-08-26,2021-08,2021,8,Thursday,1113.96,19824.58,111396000.0,198245800000.00003
2021-08-27,2021-08,2021,8,Friday,1106.01,19367.36,110601000.0,193673600000.0
2021-08-28,2021-08,2021,8,Saturday,1108.1,18119.46,110809999.99999999,181194600000.0
2021-08-29,2021-08,2021,8,Sunday,1067.33,14334.35,106733000.0,143343500000.0
2021-08-30,2021-08,2021,8,Monday,1091.65,19281.64,109165000.00000001,192816400000.0
2021-08-31,2021-08,2021,8,Tuesday,1199.13,26124.77,119913000.00000001,261247700000.0
2021-09-01,2021-09,2021,9,Wednesday,1261.06,27148.4,126106000.0,271484000000.0
2021-09-02,2021-09,2021,9,Thursday,1276.66,26154.15,127666000.00000001,261541500000.0
2021-09-03,2021-09,2021,9,Friday,1245.0,23910.41,124500000.0,239104100000.0
2021-09-04,2021-09,2021,9,Saturday,1237.38,23834.31,123738000.00000001,238343100000.0
2021-09-05,2021-09,2021,9,Sunday,1088.95,16861.66,108895000.0,168616600000.0
2021-09-06,2021-09,2021,9,Monday,1221.17,24922.42,122117000.0,249224199999.99997
2021-09-07,2021-09,2021,9,Tuesday,1139.79,21864.83,113979000.0,218648300000.00003
2021-09-08,2021-09,2021,9,Wednesday,1264.05,24634.77,126405000.0,246347700000.0
2021-09-09,2021-09,2021,9,Thursday,1284.19,24770.65,128419000.0,247706500000.0
2021-09-10,2021-09,2021,9,Friday,1209.37,21030.37,120936999.99999999,210303700000.0
2021-09-11,2021-09,2021,9,Saturday,1178.8,20129.85,117880000.0,201298500000.0
2021-09-12,2021-09,2021,9,Sunday,1136.16,15950.87,113616000.00000001,159508700000.0
2021-09-13,2021-09,2021,9,Monday,1205.56,23212.04,120556000.0,232120400000.0
2021-09-14,2021-09,2021,9,Tuesday,1214.27,22629.21,121427000.0,226292100000.0
2021-09-15,2021-09,2021,9,Wednesday,1239.98,23442.74,123998000.0,234427400000.00003
2021-09-16,2021-09,2021,9,Thursday,1201.65,22094.58,120165000.00000001,220945800000.00003
2021-09-17,2021-09,2021,9,Friday,1172.23,19888.28,117223000.0,198882800000.0
2021-09-18,2021-09,2021,9,Saturday,1238.49,20854.06,123849000.0,208540600000.0
2021-09-19,2021-09,2021,9,Sunday,1181.92,15698.53,118192000.0,156985300000.0
2021-09-20,2021-09,2021,9,Monday,1252.69,23232.53,125269000.0,232325300000.0
2021-09-21,2021-09,2021,9,Tuesday,1230.81,22157.2,123081000.0,221572000000.0
2021-09-22,2021-09,2021,9,Wednesday,1237.91,21821.81,123791000.00000001,218218100000.0
2021-09-23,2021-09,2021,9,Thursday,1232.23,21377.26,123223000.0,213772599999.99997
2021-09-24,2021-09,2021,9,Friday,1236.65,20872.26,123665000.00000001,208722599999.99997
2021-09-25,2021-09,2021,9,Saturday,1220.15,19085.04,122015000.00000001,190850400000.0
2021-09-26,2021-09,2021,9,Sunday,1168.2,14906.16,116820000.0,149061600000.0
2021-09-27,2021-09,2021,9,Monday,1199.04,20756.07,119904000.0,207560700000.0
2021-09-28,2021-09,2021,9,Tuesday,1208.82,21099.09,120882000.0,210990900000.0
2021-09-29,2021-09,2021,9,Wednesday,1223.77,21981.12,122377000.0,219811200000.0
2021-09-30,2021-09,2021,9,Thursday,1351.22,28327.61,135122000.0,283276100000.0
2021-10-01,2021-10,2021,10,Friday,1377.7,28370.06,137770000.0,283700600000.0
2021-10-02,2021-10,2021,10,Saturday,1391.13,25337.11,139113000.0,253371100000.0
2021-10-03,2021-10,2021,10,Sunday,1372.67,21845.73,137267000.0,218457300000.0
2021-10-04,2021-10,2021,10,Monday,1393.85,29292.41,139385000.0,292924100000.0
2021-10-05,2021-10,2021,10,Tuesday,1429.94,29189.41,142994000.0,291894100000.0
2021-10-06,2021-10,2021,10,Wednesday,1371.62,26288.98,137162000.0,262889800000.0
2021-10-07,2021-10,2021,10,Thursday,1444.68,28676.31,144468000.0,286763100000.0
2021-10-08,2021-10,2021,10,Friday,1421.83,27623.49,142183000.0,276234900000.0
2021-10-09,2021-10,2021,10,Saturday,1346.3,24747.41,134630000.0,247474100000.0
2021-10-10,2021-10,2021,10,Sunday,1359.89,21201.45,135989000.0,212014500000.0
2021-10-11,2021-10,2021,10,Monday,1378.29,28260.91,137829000.0,282609100000.0
2021-10-12,2021-10,2021,10,Tuesday,1388.67,27223.76,138867000.0,272237599999.99997
2021-10-13,2021-10,2021,10,Wednesday,1376.47,26037.62,137647000.0,260376200000.0
2021-10-14,2021-10,2021,10,Thursday,1334.18,24029.6,133418000.0,240296000000.0
2021-10-15,2021-10,2021,10,Friday,1268.71,18158.34,126871000.0,181583400000.0
2021-10-16,2021-10,2021,10,Saturday,1285.28,22054.06,128528000.0,220540600000.0
2021-10-17,2021-10,2021,10,Sunday,1185.11,16615.55,118510999.99999999,166155500000.0
2021-10-18,2021-10,2021,10,Monday,1347.86,25795.4,134786000.0,257954000000.0
2021-10-19,2021-10,2021,10,Tuesday,1309.54,23136.67,130954000.0,231366699999.99997
2021-10-20,2021-10,2021,10,Wednesday,1348.32,24614.57,134832000.0,246145700000.0
2021-10-21,2021-10,2021,10,Thursday,1330.33,24809.26,133033000.0,248092599999.99997
2021-10-22,2021-10,2021,10,Friday,1360.7,24402.71,136070000.0,244027100000.0
2021-10-23,2021-10,2021,10,Saturday,1343.99,21969.69,134399000.0,219696900000.0
2021-10-24,2021-10,2021,10,Sunday,1294.21,16990.59,129421000.0,169905900000.0
2021-10-25,2021-10,2021,10,Monday,1331.98,25923.01,133198000.0,259230099999.99997
2021-10-26,2021-10,2021,10,Tuesday,1350.28,25081.49,135028000.0,250814900000.00003
2021-10-27,2021-10,2021,10,Wednesday,1341.27,25168.12,134127000.0,251681200000.0
2021-10-28,2021-10,2021,10,Thursday,1361.27,26359.34,136127000.0,263593400000.0
2021-10-29,2021-10,2021,10,Friday,1391.84,27747.43,139184000.0,277474300000.0
2021-10-30,2021-10,2021,10,Saturday,1477.09,29919.39,147709000.0,299193900000.0
2021-10-31,2021-10,2021,10,Sunday,1469.32,24537.12,146932000.0,245371200000.0
2021-11-01,2021-11,2021,11,Monday,1587.65,36035.24,158765000.0,360352400000.0
2021-11-02,2021-11,2021,11,Tuesday,1643.75,34915.78,164375000.0,349157800000.0
2021-11-03,2021-11,2021,11,Wednesday,1647.69,34613.47,164769000.0,346134700000.0
2021-11-04,2021-11,2021,11,Thursday,1434.81,23307.44,143481000.0,233074400000.0
2021-11-05,2021-11,2021,11,Friday,1326.01,22719.01,132601000.0,227190099999.99997
2021-11-06,2021-11,2021,11,Saturday,1362.53,24416.19,136253000.0,244161900000.0
2021-11-07,2021-11,2021,11,Sunday,1309.27,20543.84,130927000.0,205438400000.0
2021-11-08,2021-11,2021,11,Monday,1423.44,28222.58,142344000.0,282225800000.0
2021-11-09,2021-11,2021,11,Tuesday,1379.06,27462.69,137906000.0,274626900000.0
2021-11-10,2021-11,2021,11,Wednesday,1403.76,27572.23,140376000.0,275722300000.0
2021-11-11,2021-11,2021,11,Thursday,1369.69,26145.08,136969000.0,261450800000.00003
2021-11-12,2021-11,2021,11,Friday,1363.32,25519.53,136332000.0,255195300000.0
2021-11-13,2021-11,2021,11,Saturday,1377.09,23325.29,137709000.0,233252900000.0
2021-11-14,2021-11,2021,11,Sunday,1344.94,18867.22,134494000.0,188672200000.0
2021-11-15,2021-11,2021,11,Monday,1373.07,27088.45,137307000.0,270884500000.0
2021-11-16,2021-11,2021,11,Tuesday,1381.59,27011.12,138159000.0,270111200000.0
2021-11-17,2021-11,2021,11,Wednesday,1393.78,25755.18,139378000.0,257551800000.0
2021-11-18,2021-11,2021,11,Thursday,1348.21,25291.94,134821000.0,252919400000.0
2021-11-19,2021-11,2021,11,Friday,1339.07,21545.81,133907000.0,215458100000.0
2021-11-20,2021-11,2021,11,Saturday,1387.15,24225.89,138715000.0,242258900000.0
2021-11-21,2021-11,2021,11,Sunday,1313.9,18070.98,131390000.00000001,180709800000.0
2021-11-22,2021-11,2021,11,Monday,1338.5,25248.75,133850000.0,252487500000.0
2021-11-23,2021-11,2021,11,Tuesday,1388.53,25616.77,138853000.0,256167700000.0
2021-11-24,2021-11,2021,11,Wednesday,1374.03,25221.2,137403000.0,252212000000.0
2021-11-25,2021-11,2021,11,Thursday,1392.49,25459.92,139249000.0,254599199999.99997
2021-11-26,2021-11,2021,11,Friday,1375.68,25509.28,137568000.0,255092800000.0
2021-11-27,2021-11,2021,11,Saturday,1342.41,22251.27,134241000.0,222512700000.0
2021-11-28,2021-11,2021,11,Sunday,1296.28,17817.14,129628000.0,178171400000.0
2021-11-29,2021-11,2021,11,Monday,1369.41,26386.44,136941000.0,263864400000.0
2021-11-30,2021-11,2021,11,Tuesday,1477.69,32270.36,147769000.0,322703600000.0
2021-12-01,2021-12,2021,12,Wednesday,1531.04,33487.99,153104000.0,334879900000.0
2021-12-02,2021-12,2021,12,Thursday,1524.3,31446.32,152430000.0,314463200000.0
2021-12-03,2021-12,2021,12,Friday,1480.12,28800.98,148012000.0,288009800000.0
2021-12-04,2021-12,2021,12,Saturday,1542.54,29534.27,154254000.0,295342700000.0
2021-12-05,2021-12,2021,12,Sunday,1478.36,23634.62,147836000.0,236346200000.0
2021-12-06,2021-12,2021,12,Monday,1488.74,30143.74,148874000.0,301437400000.0
2021-12-07,2021-12,2021,12,Tuesday,1535.97,30111.47,153597000.0,301114700000.0
2021-12-08,2021-12,2021,12,Wednesday,1510.03,28889.73,151003000.0,288897300000.0
2021-12-09,2021-12,2021,12,Thursday,1452.73,27977.02,145273000.0,279770200000.0
2021-12-10,2021-12,2021,12,Friday,1382.76,25540.08,138276000.0,255400800000.00003
2021-12-11,2021-12,2021,12,Saturday,1450.98,25827.58,145098000.0,258275800000.00003
2021-12-12,2021-12,2021,12,Sunday,1392.11,20023.23,139211000.0,200232300000.0
2021-12-13,2021-12,2021,12,Monday,1407.12,26943.56,140712000.0,269435600000.0
2021-12-14,2021-12,2021,12,Tuesday,1484.81,28016.55,148481000.0,280165500000.0
2021-12-15,2021-12,2021,12,Wednesday,1512.54,28838.73,151254000.0,288387300000.0
2021-12-16,2021-12,2021,12,Thursday,1456.96,26447.76,145696000.0,264477599999.99997
2021-12-17,2021-12,2021,12,Friday,1461.15,24999.17,146115000.0,249991699999.99997
2021-12-18,2021-12,2021,12,Saturday,1451.23,24668.99,145123000.0,246689900000.00003
2021-12-19,2021-12,2021,12,Sunday,1402.14,19087.16,140214000.0,190871600000.0
2021-12-20,2021-12,2021,12,Monday,1489.36,29184.65,148936000.0,291846500000.0
2021-12-21,2021-12,2021,12,Tuesday,1467.81,27086.37,146781000.0,270863700000.0
2021-12-22,2021-12,2021,12,Wednesday,1489.94,26892.86,148994000.0,268928600000.0
2021-12-23,2021-12,2021,12,Thursday,1494.64,26454.72,149464000.0,264547200000.0
2021-12-24,2021-12,2021,12,Friday,1491.2,25817.61,149120000.0,258176100000.0
2021-12-25,2021-12,2021,12,Saturday,1448.92,22122.87,144892000.0,221228700000.0
2021-12-26,2021-12,2021,12,Sunday,1357.26,17623.74,135726000.0,176237400000.00003
2021-12-27,2021-12,2021,12,Monday,1436.37,26037.07,143637000.0,260370700000.0
2021-12-28,2021-12,2021,12,Tuesday,1445.59,26113.2,144559000.0,261132000000.0
2021-12-29,2021-12,2021,12,Wednesday,1420.78,25271.47,142078000.0,252714700000.0
2021-12-30,2021-12,2021,12,Thursday,1491.52,27540.86,149152000.0,275408600000.0
2021-12-31,2021-12,2021,12,Friday,1683.97,32283.86,168397000.0,322838600000.0
2022-01-01,2022-01,2022,1,Saturday,1585.27,27278.48,158527000.0,272784800000.0
2022-01-02,2022-01,2022,1,Sunday,1531.66,24750.74,153166000.0,247507400000.00003
2022-01-03,2022-01,2022,1,Monday,1614.87,32979.67,161487000.0,329796700000.0
2022-01-04,2022-01,2022,1,Tuesday,1595.01,32214.37,159501000.0,322143700000.0
2022-01-05,2022-01,2022,1,Wednesday,1591.71,31730.45,159171000.0,317304500000.0
2022-01-06,2022-01,2022,1,Thursday,1589.44,30771.67,158944000.0,307716700000.0
2022-01-07,2022-01,2022,1,Friday,1621.33,30569.5,162133000.0,305695000000.0
2022-01-08,2022-01,2022,1,Saturday,1547.07,26520.13,154707000.0,265201300000.0
2022-01-09,2022-01,2022,1,Sunday,1212.96,18265.68,121296000.0,182656800000.0
2022-01-10,2022-01,2022,1,Monday,1650.53,33273.67,165053000.0,332736700000.0
2022-01-11,2022-01,2022,1,Tuesday,1563.23,30052.59,156323000.0,300525900000.0
2022-01-12,2022-01,2022,1,Wednesday,1590.55,30181.55,159055000.0,301815500000.0
2022-01-13,2022-01,2022,1,Thursday,1565.06,28747.57,156506000.0,287475700000.0
2022-01-14,2022-01,2022,1,Friday,1445.09,23852.4,144509000.0,238524000000.0
2022-01-15,2022-01,2022,1,Saturday,1378.0,21970.51,137800000.0,219705099999.99997
2022-01-16,2022-01,2022,1,Sunday,1311.22,18000.91,131122000.0,180009100000.0
2022-01-17,2022-01,2022,1,Monday,1487.62,27641.24,148762000.0,276412400000.0
2022-01-18,2022-01,2022,1,Tuesday,1465.03,26732.97,146503000.0,267329700000.0
2022-01-19,2022-01,2022,1,Wednesday,1501.62,27400.76,150162000.0,274007599999.99997
2022-01-20,2022-01,2022,1,Thursday,1459.3,27092.83,145930000.0,270928300000.00003
2022-01-21,2022-01,2022,1,Friday,1477.4,26652.65,147740000.0,266526500000.0
2022-01-22,2022-01,2022,1,Saturday,1422.39,23272.13,142239000.0,232721300000.0
2022-01-23,2022-01,2022,1,Sunday,1317.35,17525.56,131734999.99999999,175255600000.0
2022-01-24,2022-01,2022,1,Monday,1450.3,28414.48,145030000.0,284144800000.0
2022-01-25,2022-01,2022,1,Tuesday,1460.12,27920.07,146012000.0,279200700000.0
2022-01-26,2022-01,2022,1,Wednesday,1404.28,21232.52,140428000.0,212325200000.0
2022-01-27,2022-01,2022,1,Thursday,1437.6,27360.06,143760000.0,273600600000.0
2022-01-28,2022-01,2022,1,Friday,1454.86,26942.28,145486000.0,269422800000.0
2022-01-29,2022-01,2022,1,Saturday,1390.55,24872.5,139055000.0,248725000000.0
2022-01-30,2022-01,2022,1,Sunday,1437.84,21176.51,143784000.0,211765099999.99997
2022-01-31,2022-01,2022,1,Monday,1612.3,36596.64,161230000.0,365966400000.0
2022-02-01,2022-02,2022,2,Tuesday,1727.27,38167.32,172727000.0,381673200000.0
2022-02-02,2022-02,2022,2,Wednesday,1666.46,34757.09,166646000.0,347570899999.99994
2022-02-03,2022-02,2022,2,Thursday,1646.71,33265.3,164671000.0,332653000000.0
2022-02-04,2022-02,2022,2,Friday,1622.84,32036.03,162284000.0,320360300000.0
2022-02-05,2022-02,2022,2,Saturday,1655.22,31339.7,165522000.0,313397000000.0
2022-02-06,2022-02,2022,2,Sunday,1549.3,23445.48,154930000.0,234454800000.0
2022-02-07,2022-02,2022,2,Monday,1664.91,33670.85,166491000.0,336708500000.0
2022-02-08,2022-02,2022,2,Tuesday,1667.98,32682.18,166798000.0,326821800000.0
2022-02-09,2022-02,2022,2,Wednesday,1718.83,32468.47,171883000.0,324684700000.0
2022-02-10,2022-02,2022,2,Thursday,1646.32,31703.55,164632000.0,317035500000.0
2022-02-11,2022-02,2022,2,Friday,1665.02,30697.0,166502000.0,306970000000.0
2022-02-12,2022-02,2022,2,Saturday,1632.81,27942.54,163281000.0,279425400000.0
2022-02-13,2022-02,2022,2,Sunday,1588.4,22271.87,158840000.0,222718700000.0
2022-02-14,2022-02,2022,2,Monday,1675.9,32609.4,167590000.0,326094000000.0
